instance runsPerInstance avrgIterations satisfied satisfiendMaximum avrgSatisfiedCloses selectedVariables avrgHeuristicValue avrgDifference
wruf36-122-1 10 8940 10 0 122.0 27.0 1545.586942038641 0.0
wruf36-122-2 10 9210 10 0 122.0 29.0 1728.940679141148 0.0
wruf36-122-3 10 17940 10 0 122.0 28.333333333333332 1685.6299180866786 0.0
wruf36-122-4 10 9150 10 0 122.0 28.25 1713.4195509425201 0.0
wruf36-122-5 10 9210 10 0 122.0 28.8 1750.8202186986696 0.0
wruf36-122-6 10 9090 10 0 122.0 28.666666666666668 1750.490501194982 0.0
wruf36-122-7 10 18000 10 0 122.0 28.142857142857142 1724.2729753921747 0.0
wruf36-122-8 10 9270 10 0 122.0 28.625 1757.0460430106364 0.0
wruf36-122-9 10 9210 10 0 122.0 28.77777777777778 1775.6465278189737 0.0
wruf36-122-10 10 9210 10 0 122.0 29.0 1789.6557920398077 0.0
wruf36-122-11 10 9000 10 0 122.0 28.818181818181817 1773.070678533706 0.0
wruf36-122-12 10 18240 10 0 122.0 28.833333333333332 1772.948085613144 0.0
wruf36-122-13 10 18120 10 0 122.0 28.692307692307693 1764.4592883274624 0.0
wruf36-122-14 10 9300 10 0 122.0 28.857142857142858 1782.5989706856824 0.0
wruf36-122-15 10 9150 10 0 122.0 29.0 1784.9592233916512 0.0
wruf36-122-16 10 18120 10 0 122.0 28.9375 1775.586771929673 0.0
wruf36-122-17 10 9030 10 0 122.0 28.88235294117647 1767.7855940179777 0.0
wruf36-122-18 10 9180 10 0 122.0 28.88888888888889 1772.562424354378 0.0
wruf36-122-19 10 17820 10 0 122.0 28.789473684210527 1758.729557045867 0.0
wruf36-122-20 10 9000 10 0 122.0 28.7 1750.4109278127348 0.0
wruf36-122-21 10 9210 10 0 122.0 28.857142857142858 1758.1870518287537 0.0
wruf36-122-22 10 9270 10 0 122.0 28.90909090909091 1765.7146122065578 0.0
wruf36-122-23 10 9240 10 0 122.0 28.91304347826087 1770.615894997862 0.0
wruf36-122-24 10 9090 10 0 122.0 28.916666666666668 1768.9338457834674 0.0
wruf36-122-25 10 17880 10 0 122.0 28.8 1759.3724689923088 0.0
wruf36-122-26 10 9210 10 0 122.0 28.846153846153847 1764.4999292736577 0.0
wruf36-122-27 10 9150 10 0 122.0 28.925925925925927 1767.9324387802044 0.0
wruf36-122-28 10 9090 10 0 122.0 28.892857142857142 1766.2047064539572 0.0
wruf36-122-29 10 18000 10 0 122.0 28.82758620689655 1759.104483666374 0.0
wruf36-122-30 10 9060 10 0 122.0 28.8 1757.3303878946365 0.0
wruf36-122-31 10 9300 10 0 122.0 28.838709677419356 1767.351309205411 0.0
wruf36-122-32 10 9270 10 0 122.0 28.9375 1775.348456630456 0.0
wruf36-122-33 10 9060 10 0 122.0 28.90909090909091 1773.9185646932845 0.0
wruf36-122-34 10 18120 10 0 122.0 28.852941176470587 1769.9512642597633 0.0
wruf36-122-35 10 9240 10 0 122.0 28.885714285714286 1774.1132006462415 0.0
wruf36-122-36 10 8850 10 0 122.0 28.805555555555557 1764.432387135488 0.0
wruf36-122-37 10 9090 10 0 122.0 28.81081081081081 1762.2489385515612 0.0
wruf36-122-38 10 9360 10 0 122.0 28.92105263157895 1771.42706055527 0.0
wruf36-122-39 10 9240 10 0 122.0 28.94871794871795 1773.9292548226465 0.0
wruf36-122-40 10 8910 10 0 122.0 28.875 1768.4818050073766 0.0
wruf36-122-41 10 9060 10 0 122.0 28.853658536585368 1766.9138855189922 0.0
wruf36-122-42 10 9240 10 0 122.0 28.904761904761905 1771.4917948708573 0.0
wruf36-122-43 10 9060 10 0 122.0 28.88372093023256 1769.592990754114 0.0
wruf36-122-44 10 9180 10 0 122.0 28.886363636363637 1771.3861930893074 0.0
wruf36-122-45 10 18360 10 0 122.0 28.88888888888889 1772.4418471317674 0.0
wruf36-122-46 10 18060 10 0 122.0 28.869565217391305 1770.4594167340686 0.0
wruf36-122-47 10 9090 10 0 122.0 28.872340425531913 1771.0274481614147 0.0
wruf36-122-48 10 8880 10 0 122.0 28.8125 1765.5802359395664 0.0
wruf36-122-49 10 8940 10 0 122.0 28.775510204081634 1760.92097051041 0.0
wruf36-122-50 10 9090 10 0 122.0 28.76 1760.8235450530763 0.0
wruf36-122-51 10 8850 10 0 122.0 28.686274509803923 1754.5035273563471 0.0
wruf36-122-52 10 17760 10 0 122.0 28.653846153846153 1750.0192494956818 0.0
wruf36-122-53 10 9000 10 0 122.0 28.62264150943396 1747.957377335844 0.0
wruf36-122-54 10 9090 10 0 122.0 28.59259259259259 1746.5560171316858 0.0
wruf36-122-55 10 9030 10 0 122.0 28.581818181818182 1745.2656563351154 0.0
wruf36-122-56 10 8940 10 0 122.0 28.535714285714285 1740.4431034206573 0.0
wruf36-122-57 10 9090 10 0 122.0 28.54385964912281 1741.0180448536391 0.0
wruf36-122-58 10 18240 10 0 122.0 28.551724137931036 1741.7218528297713 0.0
wruf36-122-59 10 9180 10 0 122.0 28.559322033898304 1744.1337245465977 0.0
wruf36-122-60 10 9150 10 0 122.0 28.566666666666666 1744.6930409430438 0.0
wruf36-122-61 10 9180 10 0 122.0 28.57377049180328 1746.3804799296618 0.0
wruf36-122-62 10 9360 10 0 122.0 28.629032258064516 1752.8867527598072 0.0
wruf36-122-63 10 9120 10 0 122.0 28.650793650793652 1753.688405134902 0.0
wruf36-122-64 10 9150 10 0 122.0 28.65625 1754.2214264092422 0.0
wruf36-122-65 10 8970 10 0 122.0 28.646153846153847 1751.79431662122 0.0
wruf36-122-66 10 9180 10 0 122.0 28.681818181818183 1754.1467403049821 0.0
wruf36-122-67 10 18000 10 0 122.0 28.64179104477612 1752.7076496161758 0.0
wruf36-122-68 10 9030 10 0 122.0 28.647058823529413 1751.5083885150093 0.0
wruf36-122-69 10 26370 10 0 122.0 28.581159420289854 1745.859366239135 0.0
wruf36-122-70 10 9240 10 0 122.0 28.60142857142857 1748.3418475233339 0.0
wruf36-122-71 10 8910 10 0 122.0 28.564788732394366 1744.814901543816 0.0
wruf36-122-72 10 9060 10 0 122.0 28.570833333333333 1744.8527708280133 0.0
wruf36-122-73 10 9060 10 0 122.0 28.54931506849315 1744.2761068228294 0.0
wruf36-122-74 10 9150 10 0 122.0 28.555405405405406 1744.829990896439 0.0
wruf36-122-75 10 8970 10 0 122.0 28.548 1743.5905635364093 0.0
wruf36-122-76 10 9240 10 0 122.0 28.567105263157895 1745.922280057905 0.0
wruf36-122-77 10 9210 10 0 122.0 28.5987012987013 1748.0224671232436 0.0
wruf36-122-78 10 17880 10 0 122.0 28.59102564102564 1745.6732549130581 0.0
wruf36-122-79 10 17820 10 0 122.0 28.53291139240506 1742.3102107907432 0.0
wruf36-122-80 10 9240 10 0 122.0 28.55125 1744.8788428504795 0.0
wruf36-122-81 10 17940 10 0 122.0 28.5320987654321 1742.765202724845 0.0
wruf36-122-82 10 9150 10 0 122.0 28.55 1743.8668406740921 0.0
wruf36-122-83 10 9180 10 0 122.0 28.55542168674699 1745.0853124731996 0.0
