instance runsPerInstance avrgIterations satisfied satisfiendMaximum avrgSatisfiedCloses selectedVariables avrgHeuristicValue avrgDifference
wuf20-01 40 6360 40 33 71.0 15.489892553723138 679.6769706145672 7.24976613657624E-4
wuf20-02 40 5548 40 40 71.0 15.489647852147852 679.7238281559708 0.0
wuf20-03 40 7910 40 19 71.0 15.49010234648028 679.751652159519 0.0326158940397351
wuf20-04 40 5088 40 39 71.0 15.489857784431138 679.7720795112851 0.002037362086258776
wuf20-05 40 8707 40 23 71.0 15.488927680798005 679.7068623434651 0.03585916134913399
wuf20-06 40 5661 40 40 71.0 15.490179461615154 679.6758504943516 0.0
wuf20-07 40 7393 40 30 71.0 15.489910313901346 679.6858162419026 0.008619368679129633
wuf20-08 40 9436 40 2 71.0 15.48925547808765 679.6422579702661 0.012185172046825121
wuf20-09 40 4914 40 34 71.0 15.489932802389248 679.6393286857216 0.007052561543579507
wuf20-010 40 4590 40 40 71.0 15.491181592039801 679.6116413190565 0.0
wuf20-011 40 7761 40 24 71.0 15.490962207856787 679.559602809854 0.03287203242617255
wuf20-012 40 6930 40 22 71.0 15.489724155069583 679.5645702912076 0.02927125899980541
wuf20-013 40 5062 40 39 71.0 15.489977645305514 679.6652756154022 0.0011011069535391332
wuf20-014 40 6601 40 35 71.0 15.49019364448858 679.7267625689201 0.011434685522887978
wuf20-015 40 8100 40 27 71.0 15.489888337468983 679.7476382970063 0.005968362748779571
wuf20-016 40 7433 40 12 71.0 15.489794146825396 679.7398372673066 0.033272952853598006
wuf20-017 40 4743 40 39 71.0 15.491026276648487 679.7296134752258 2.468152866242038E-4
wuf20-018 40 6240 40 22 71.0 15.490634291377601 679.7269998335399 0.013014514731369147
wuf20-019 40 7910 40 13 71.0 15.490626547795939 679.6975803689826 0.027940859635893572
wuf20-020 40 7552 40 28 71.0 15.490507425742575 679.683903567804 0.024674115456238366
wuf20-021 40 8109 40 30 71.0 15.490524492825333 679.6609496707426 0.02360979711973089
wuf20-022 40 6723 40 28 71.0 15.490232443125619 679.682779418333 0.016550903901046625
wuf20-023 40 3339 40 40 71.0 15.490978744438952 679.7476258806439 0.0
wuf20-024 40 9652 40 5 71.0 15.489303359683795 679.7450486785395 0.054251201281366804
wuf20-025 40 3498 40 38 71.0 15.49004938271605 679.7880543990196 0.002505316321105795
