instance runsPerInstance avrgIterations satisfied satisfiendMaximum avrgSatisfiedCloses selectedVariables avrgHeuristicValue avrgDifference
wruf36-122-1 10 8940 10 0 122.0 27.0 1546.0643776824036 0.0
wruf36-122-2 10 9210 10 0 122.0 29.0 1729.5490360132844 0.0
wruf36-122-3 10 17940 10 0 122.0 28.333333333333332 1686.3978222544695 0.0
wruf36-122-4 10 9150 10 0 122.0 28.25 1714.2554562430912 0.0
wruf36-122-5 10 9210 10 0 122.0 28.8 1751.5279123950857 0.0
wruf36-122-6 10 9090 10 0 122.0 28.666666666666668 1751.1912659400518 0.0
wruf36-122-7 10 18000 10 0 122.0 28.142857142857142 1724.8927557936522 0.0
wruf36-122-8 10 9270 10 0 122.0 28.625 1757.8866659066011 0.0
wruf36-122-9 10 9210 10 0 122.0 28.77777777777778 1776.5430942000824 0.0
wruf36-122-10 10 9210 10 0 122.0 29.0 1790.5522522723334 0.0
wruf36-122-11 10 9000 10 0 122.0 28.818181818181817 1774.0419503655498 0.0
wruf36-122-12 10 18240 10 0 122.0 28.833333333333332 1773.8329837638403 0.0
wruf36-122-13 10 18120 10 0 122.0 28.692307692307693 1765.2971456748987 0.0
wruf36-122-14 10 9300 10 0 122.0 28.857142857142858 1783.5419760297063 0.0
wruf36-122-15 10 9150 10 0 122.0 29.0 1785.9961668750375 0.0
wruf36-122-16 10 18120 10 0 122.0 28.9375 1776.6037346486398 0.0
wruf36-122-17 10 9030 10 0 122.0 28.88235294117647 1768.7300066504863 0.0
wruf36-122-18 10 9180 10 0 122.0 28.88888888888889 1773.4492651437329 0.0
wruf36-122-19 10 17820 10 0 122.0 28.78421052631579 1759.5391431595465 0.0
wruf36-122-20 10 9000 10 0 122.0 28.695 1751.2132108917597 0.0
wruf36-122-21 10 9210 10 0 122.0 28.85238095238095 1758.9837920622854 0.0
wruf36-122-22 10 9270 10 0 122.0 28.904545454545456 1766.4995715329258 0.0
wruf36-122-23 10 9240 10 0 122.0 28.908695652173915 1771.4053872633774 0.0
wruf36-122-24 10 9090 10 0 122.0 28.9125 1769.7019307631967 0.0
wruf36-122-25 10 17880 10 0 122.0 28.796 1760.1195678183826 0.0
wruf36-122-26 10 9210 10 0 122.0 28.842307692307692 1765.211122902291 0.0
wruf36-122-27 10 9150 10 0 122.0 28.92222222222222 1768.608273723119 0.0
wruf36-122-28 10 9090 10 0 122.0 28.889285714285716 1766.9114372437298 0.0
wruf36-122-29 10 18000 10 0 122.0 28.817241379310346 1759.7819024966166 0.0
wruf36-122-30 10 9060 10 0 122.0 28.79 1757.9767168973822 0.0
wruf36-122-31 10 9300 10 0 122.0 28.829032258064515 1768.0139353631132 0.0
wruf36-122-32 10 9270 10 0 122.0 28.928125 1776.0393214792616 0.0
wruf36-122-33 10 9060 10 0 122.0 28.9 1774.5727721158974 0.0
wruf36-122-34 10 18120 10 0 122.0 28.844117647058823 1770.6289541484316 0.0
wruf36-122-35 10 9240 10 0 122.0 28.877142857142857 1774.8104468467593 0.0
wruf36-122-36 10 8850 10 0 122.0 28.79722222222222 1765.1139061657964 0.0
wruf36-122-37 10 9090 10 0 122.0 28.802702702702703 1762.9369918131376 0.0
wruf36-122-38 10 9360 10 0 122.0 28.91315789473684 1772.1255439676381 0.0
wruf36-122-39 10 9240 10 0 122.0 28.94102564102564 1774.6179448160929 0.0
wruf36-122-40 10 8910 10 0 122.0 28.8675 1769.1508514588477 0.0
wruf36-122-41 10 9060 10 0 122.0 28.846341463414635 1767.5588955314665 0.0
wruf36-122-42 10 9240 10 0 122.0 28.89761904761905 1772.1458391215708 0.0
wruf36-122-43 10 9060 10 0 122.0 28.876744186046512 1770.25546731892 0.0
wruf36-122-44 10 9180 10 0 122.0 28.879545454545454 1772.0232856454027 0.0
wruf36-122-45 10 18360 10 0 122.0 28.88222222222222 1773.0783968415872 0.0
wruf36-122-46 10 18060 10 0 122.0 28.86304347826087 1771.087776658531 0.0
wruf36-122-47 10 9090 10 0 122.0 28.865957446808512 1771.6550003340492 0.0
wruf36-122-48 10 8880 10 0 122.0 28.80625 1766.2114231579262 0.0
wruf36-122-49 10 8940 10 0 122.0 28.76938775510204 1761.5522408028457 0.0
wruf36-122-50 10 9090 10 0 122.0 28.754 1761.4568676285803 0.0
wruf36-122-51 10 8850 10 0 122.0 28.680392156862744 1755.1285499379496 0.0
wruf36-122-52 10 17760 10 0 122.0 28.648076923076925 1750.654062898385 0.0
wruf36-122-53 10 9030 10 0 122.0 28.616981132075473 1748.5960307344342 0.0
wruf36-122-54 10 9090 10 0 122.0 28.58703703703704 1747.1905137431963 0.0
wruf36-122-55 10 9030 10 0 122.0 28.576363636363638 1745.8910525706606 0.0
wruf36-122-56 10 8940 10 0 122.0 28.53035714285714 1741.0596873597638 0.0
wruf36-122-57 10 9090 10 0 122.0 28.53859649122807 1741.6340122925885 0.0
wruf36-122-58 10 18240 10 0 122.0 28.54655172413793 1742.3256269694639 0.0
wruf36-122-59 10 9180 10 0 122.0 28.554237288135592 1744.7282112762864 0.0
wruf36-122-60 10 9150 10 0 122.0 28.561666666666667 1745.2768023910305 0.0
wruf36-122-61 10 9180 10 0 122.0 28.568852459016394 1746.9648499980974 0.0
wruf36-122-62 10 9360 10 0 122.0 28.624193548387098 1753.4555313977135 0.0
wruf36-122-63 10 9120 10 0 122.0 28.646031746031746 1754.2502521021904 0.0
wruf36-122-64 10 9150 10 0 122.0 28.6515625 1754.7871962708916 0.0
wruf36-122-65 10 8970 10 0 122.0 28.641538461538463 1752.349216263325 0.0
wruf36-122-66 10 9180 10 0 122.0 28.677272727272726 1754.7120533953025 0.0
wruf36-122-67 10 18000 10 0 122.0 28.63731343283582 1753.2663327888545 0.0
wruf36-122-68 10 9030 10 0 122.0 28.64264705882353 1752.0583549391554 0.0
wruf36-122-69 10 26370 10 0 122.0 28.57536231884058 1746.4029793374814 0.0
wruf36-122-70 10 9240 10 0 122.0 28.595714285714287 1748.8835024272219 0.0
wruf36-122-71 10 8910 10 0 122.0 28.559154929577463 1745.3589056437652 0.0
wruf36-122-72 10 9060 10 0 122.0 28.565277777777776 1745.399226468919 0.0
wruf36-122-73 10 9060 10 0 122.0 28.543835616438358 1744.8279476398404 0.0
wruf36-122-74 10 9150 10 0 122.0 28.55 1745.3886031541163 0.0
wruf36-122-75 10 8970 10 0 122.0 28.542666666666666 1744.1525729872715 0.0
wruf36-122-76 10 9240 10 0 122.0 28.561842105263157 1746.4895061541613 0.0
wruf36-122-77 10 9210 10 0 122.0 28.593506493506492 1748.5938404376745 0.0
wruf36-122-78 10 17940 10 0 122.0 28.585897435897436 1746.2501395692989 0.0
wruf36-122-79 10 17820 10 0 122.0 28.52784810126582 1742.8833896499857 0.0
wruf36-122-80 10 9240 10 0 122.0 28.54625 1745.446410042629 0.0
wruf36-122-81 10 17940 10 0 122.0 28.525925925925925 1743.322933643729 0.0
wruf36-122-82 10 9150 10 0 122.0 28.54390243902439 1744.4123048937668 0.0
wruf36-122-83 10 9180 10 0 122.0 28.549397590361444 1745.6151617976689 0.0
wruf36-122-84 10 9150 10 0 122.0 28.566666666666666 1746.6036690332364 0.0
wruf36-122-85 10 17760 10 0 122.0 28.52470588235294 1743.0685232689607 0.0
wruf36-122-86 10 8940 10 0 122.0 28.483720930232558 1740.8245005426622 0.0
wruf36-122-87 10 9060 10 0 122.0 28.47816091954023 1740.1532076438812 0.0
wruf36-122-88 10 9060 10 0 122.0 28.48409090909091 1739.8626386726235 0.0
wruf36-122-89 10 17760 10 0 122.0 28.44494382022472 1736.5557277190549 0.0
wruf36-122-90 10 8940 10 0 122.0 28.42888888888889 1734.6647415497007 0.0
wruf36-122-91 10 9270 10 0 122.0 28.457142857142856 1737.1201849584188 0.0
wruf36-122-92 10 9120 10 0 122.0 28.463043478260868 1737.153880594592 0.0
wruf36-122-93 10 9180 10 0 122.0 28.468817204301075 1738.09522198752 0.0
wruf36-122-94 10 9270 10 0 122.0 28.485106382978724 1740.2493814014451 0.0
wruf36-122-95 10 8970 10 0 122.0 28.458947368421054 1738.314961092532 0.0
wruf36-122-96 10 9150 10 0 122.0 28.475 1739.2731228200332 0.0
wruf36-122-97 10 9030 10 0 122.0 28.470103092783503 1738.5324987112667 0.0
wruf36-122-98 10 9180 10 0 122.0 28.485714285714284 1739.6080398276897 0.0
