instance runsPerInstance avrgIterations satisfied satisfiendMaximum avrgSatisfiedCloses selectedVariables avrgHeuristicValue avrgDifference
wuf75-01 10 29880 10 10 325.0 39.0 3042.5474642392724 0.0
wuf75-02 10 20700 10 8 325.0 43.6 3522.7511920242737 3.1292634861511143E-4
wuf75-03 10 10140 10 10 325.0 41.4 3559.945239127292 0.0
wuf75-04 10 10320 10 10 325.0 42.05 3707.7089293454687 0.0
wuf75-05 10 10260 10 10 325.0 42.24 3765.2574772431735 0.0
wuf75-06 10 183117 6 4 324.8833333333333 41.88333333333333 3445.6855367721446 0.005836301909416021
wuf75-07 10 40680 10 9 324.9 41.6 3442.877342250296 2.1636668459178187E-4
wuf75-08 10 20160 10 10 324.9125 41.275 3448.498222800174 0.0
wuf75-09 10 154584 8 3 324.8777777777778 41.32222222222222 3348.3183451331693 0.040502081770927616
wuf75-010 10 151392 8 3 324.87 41.02 3233.40096868348 0.0063552517091361085
wuf75-011 10 147744 7 5 324.8545454545455 41.09090909090909 3166.0866526787877 0.01354796126227624
wuf75-012 10 20460 10 10 324.8666666666667 41.083333333333336 3225.943029381942 0.0
wuf75-013 10 48222 10 10 324.87692307692305 41.61538461538461 3260.1218307295403 0.0
wuf75-014 10 20340 10 10 324.8857142857143 41.714285714285715 3282.262704359701 0.0
wuf75-015 10 15435 10 9 324.8933333333333 41.806666666666665 3322.2907910824915 5.080676679135727E-5
wuf75-016 10 10170 10 10 324.9 41.69375 3347.5219393533175 0.0
wuf75-017 10 21978 10 8 324.90588235294115 41.641176470588235 3336.5495506109205 6.922407352830305E-4
wuf75-018 10 53424 10 8 324.9111111111111 41.66111111111111 3334.308477228958 4.141902908536265E-4
wuf75-019 10 10200 10 10 324.9157894736842 41.57368421052632 3360.6255749186644 0.0
wuf75-020 10 10500 10 10 324.92 42.045 3426.8098791809675 0.0
wuf75-021 10 31140 10 10 324.9238095238095 42.51904761904762 3466.771210300119 0.0
wuf75-022 10 49392 10 9 324.92727272727274 42.67727272727273 3475.8155381922593 0.0030164560768382634
wuf75-023 10 33363 10 10 324.9304347826087 42.56086956521739 3473.175191296995 0.0
wuf75-024 10 39720 10 9 324.93333333333334 42.28333333333333 3454.7304548730303 4.5621938574850725E-4
wuf75-025 10 11451 10 10 324.936 42.752 3487.4568326902468 0.0
wuf75-026 10 80190 9 9 324.93461538461537 42.496153846153845 3452.037846777533 0.0
wuf75-027 10 208416 6 3 324.9111111111111 42.28148148148148 3390.3147959577127 0.010694735636954299
wuf75-028 10 10200 10 10 324.9142857142857 42.27142857142857 3403.773845523095 0.0
wuf75-029 10 53295 10 9 324.9172413793103 41.9 3371.7409880784116 0.005020136334315452
wuf75-030 10 10050 10 10 324.92 41.77 3372.0473100044774 0.0
wuf75-031 10 20520 10 10 324.9225806451613 41.8741935483871 3388.971172244499 0.0
wuf75-032 10 10200 10 10 324.925 41.878125 3400.4742133372574 0.0
wuf75-033 10 54615 10 10 324.92727272727274 41.88181818181818 3389.599707417607 0.0
wuf75-034 10 120240 8 5 324.92058823529413 41.76470588235294 3360.212026382746 0.0034892541087231353
wuf75-035 10 10320 10 10 324.92285714285714 41.91428571428571 3381.8975531043393 0.0
wuf75-036 10 10320 10 10 324.925 42.0 3403.261509962552 0.0
wuf75-037 10 10290 10 10 324.927027027027 42.054054054054056 3421.2184060896925 0.0
wuf75-038 10 10200 10 10 324.92894736842106 42.026315789473685 3432.08928119693 0.0
wuf75-039 10 22440 10 10 324.9307692307692 42.02564102564103 3441.274559316796 0.0
wuf75-040 10 10110 10 10 324.9325 41.95 3445.518020431404 0.0
wuf75-041 10 10200 10 10 324.9341463414634 41.90243902439025 3454.1883126160037 0.0
wuf75-042 10 10200 10 10 324.9357142857143 41.95238095238095 3459.7071740810593 0.0
wuf75-043 10 205524 5 3 324.9162790697674 42.013953488372096 3421.487136474533 0.006842985130855535
wuf75-044 10 10080 10 10 324.91818181818184 41.92272727272727 3423.294247009203 0.0
wuf75-045 10 10140 10 10 324.92 41.90222222222222 3427.180652366324 0.0
wuf75-046 10 10170 10 10 324.9217391304348 41.83913043478261 3434.2202034018387 0.0
wuf75-047 10 73146 10 6 324.92340425531916 41.795744680851065 3423.2277658690023 0.020305765870704713
wuf75-048 10 51867 10 10 324.925 41.8 3424.9265859829707 0.0
wuf75-049 10 78858 10 8 324.9265306122449 41.80816326530612 3422.5277763807603 0.009610677953998066
wuf75-050 10 20460 10 10 324.928 41.892 3426.875721069879 0.0
wuf75-051 10 10260 10 10 324.9294117647059 41.89411764705882 3437.1526677155675 0.0
wuf75-052 10 57456 10 8 324.9307692307692 41.8 3434.5488515338825 9.78707214357871E-4
wuf75-053 10 30690 10 10 324.9320754716981 41.80377358490566 3440.2027089449725 0.0
wuf75-054 10 42336 10 10 324.93333333333334 41.77037037037037 3434.6697043250874 0.0
wuf75-055 10 10200 10 10 324.93454545454546 41.738181818181815 3441.9363157616 0.0
wuf75-056 10 44352 10 8 324.9357142857143 41.70357142857143 3440.248594536896 5.631396003650698E-4
wuf75-057 10 10020 10 10 324.93684210526317 41.603508771929825 3438.390432059639 0.0
wuf75-058 10 10410 10 10 324.93793103448274 41.69655172413793 3451.594924184346 0.0
wuf75-059 10 43974 10 8 324.93898305084747 41.85423728813559 3466.651366330995 0.0012621538430838458
wuf75-060 10 29406 10 8 324.94 41.855 3468.9176378081993 7.390169691284529E-4
wuf75-061 10 16272 10 10 324.9409836065574 41.84098360655738 3470.095905017594 0.0
wuf75-062 10 10200 10 10 324.94193548387096 41.811290322580646 3475.433067839891 0.0
wuf75-063 10 55566 10 4 324.9428571428571 41.84444444444444 3478.151728868047 0.004986513344690517
wuf75-064 10 83415 9 7 324.9421875 41.7890625 3465.4961240613557 0.0017852059993431375
wuf75-065 10 19920 10 10 324.94307692307694 41.746153846153845 3460.9944898496956 0.0
wuf75-066 10 10230 10 10 324.9439393939394 41.79545454545455 3465.033860880663 0.0
wuf75-067 10 9990 10 10 324.944776119403 41.723880597014926 3462.5855943003544 0.0
wuf75-068 10 20520 10 10 324.9455882352941 41.830882352941174 3468.6245807224254 0.0
wuf75-069 10 42441 10 8 324.9463768115942 41.79855072463768 3458.335228795858 0.004121629554259773
wuf75-070 10 30960 10 10 324.94714285714286 41.87285714285714 3466.290381605122 0.0
wuf75-071 10 30600 10 10 324.9478873239437 41.93098591549296 3467.094273554526 0.0
wuf75-072 10 219780 4 4 324.9375 41.80833333333333 3433.890114177929 0.0
wuf75-073 10 56088 10 3 324.93835616438355 41.776712328767125 3423.2664762124245 0.02653529491159401
wuf75-074 10 29520 10 10 324.93918918918916 41.685135135135134 3414.7687269380563 0.0
wuf75-075 10 11319 10 10 324.94 41.782666666666664 3420.741768677425 0.0
wuf75-076 10 28056 10 10 324.9407894736842 41.74605263157895 3417.6522341923414 0.0
wuf75-077 10 86154 10 6 324.9415584415584 41.862337662337666 3424.4870694240085 0.008323612458708995
wuf75-078 10 42066 10 10 324.9423076923077 41.88974358974359 3429.633976445219 0.0
wuf75-079 10 42957 10 10 324.94303797468353 41.81518987341772 3427.078141514332 0.0
wuf75-080 10 40560 10 10 324.94375 41.83 3427.9894317588387 0.0
wuf75-081 10 9960 10 10 324.94444444444446 41.758024691358024 3425.1868255251675 0.0
wuf75-082 10 30240 10 10 324.9451219512195 41.74878048780488 3424.016215364752 0.0
wuf75-083 10 20220 10 9 324.9457831325301 41.71686746987952 3424.948091588259 4.4127294557427376E-4
wuf75-084 10 20640 10 10 324.94642857142856 41.74404761904762 3431.8719039641865 0.0
wuf75-085 10 29970 10 10 324.9470588235294 41.72352941176471 3429.0670314154436 0.0
wuf75-086 10 10350 10 10 324.94767441860466 41.77325581395349 3437.4931025161623 0.0
wuf75-087 10 42312 10 6 324.94827586206895 41.87126436781609 3443.4954014289906 4.208371869031527E-4
wuf75-088 10 232902 5 2 324.9431818181818 41.89545454545455 3423.1573227007298 0.004963300906607135
wuf75-089 10 39480 10 7 324.9438202247191 41.83033707865169 3417.8513075759224 0.0017426125987370458
wuf75-090 10 10725 10 10 324.94444444444446 41.71 3410.9974041584123 0.0
wuf75-091 10 10170 10 10 324.94505494505495 41.68021978021978 3414.733696420408 0.0
wuf75-092 10 20580 10 10 324.94565217391306 41.72717391304348 3420.662091863192 0.0
wuf75-093 10 40560 10 10 324.9462365591398 41.751612903225805 3419.0230389297258 0.0
wuf75-094 10 202200 9 2 324.9457446808511 41.71170212765958 3410.1660225834967 0.08215167137411905
wuf75-095 10 20340 10 10 324.94631578947366 41.70421052631579 3413.434810874965 0.0
wuf75-096 10 20820 10 10 324.946875 41.76979166666667 3423.100199236977 0.0
wuf75-097 10 10410 10 10 324.9474226804124 41.84432989690722 3433.1814170472294 0.0
wuf75-098 10 45630 10 10 324.94795918367345 41.86632653061225 3433.208430974992 0.0
wuf75-099 10 20100 10 10 324.94848484848484 41.82727272727273 3431.5069565416293 0.0
wuf75-0100 10 10260 10 10 324.949 41.859 3436.6866686867234 0.0
