instance runsPerInstance avrgIterations satisfied satisfiendMaximum avrgSatisfiedCloses selectedVariables avrgHeuristicValue avrgDifference
wuf50-01 10 9390 10 10 218.0 25.0 2217.6666666666674 0.0
wuf50-02 10 9720 10 10 218.0 27.0 2484.339772759796 0.0
wuf50-03 10 9900 10 10 218.0 30.0 2675.809927947269 0.0
wuf50-04 10 9450 10 10 218.0 28.5 2572.731850154922 0.0
wuf50-05 10 9780 10 10 218.0 30.0 2603.885758365451 0.0
wuf50-06 10 9690 10 10 218.0 29.666666666666668 2620.0750273192184 0.0
wuf50-07 10 39606 10 10 218.0 29.714285714285715 2601.6200301482822 0.0
wuf50-08 10 9540 10 10 218.0 29.125 2582.7934188544014 0.0
wuf50-09 10 9330 10 10 218.0 28.77777777777778 2529.6862969442473 0.0
wuf50-010 10 9630 10 10 218.0 28.9 2533.9950541170165 0.0
wuf50-011 10 9720 10 10 218.0 28.90909090909091 2553.7246075917587 0.0
wuf50-012 10 9450 10 10 218.0 28.833333333333332 2528.926700685894 0.0
wuf50-013 10 38400 10 10 218.0 28.846153846153847 2517.9431515753636 0.0
wuf50-014 10 28440 10 10 218.0 28.714285714285715 2499.1070658776384 0.0
wuf50-015 10 63162 10 8 218.0 28.933333333333334 2479.0906912046707 0.005092545250025565
wuf50-016 10 29700 10 10 218.0 29.25 2512.2517733390514 0.0
wuf50-017 10 27180 10 10 218.0 28.647058823529413 2463.9956055554235 0.0
wuf50-018 10 28710 10 10 218.0 28.77777777777778 2462.169209798328 0.0
wuf50-019 10 9570 10 10 218.0 28.68421052631579 2464.212935598416 0.0
wuf50-020 10 40764 10 10 218.0 28.6 2451.3827774396477 0.0
wuf50-021 10 9420 10 10 218.0 28.523809523809526 2441.765040794819 0.0
wuf50-022 10 9540 10 10 218.0 28.40909090909091 2440.5612720547842 0.0
wuf50-023 10 20223 10 10 218.0 28.565217391304348 2441.1697337144697 0.0
wuf50-024 10 9780 10 10 218.0 28.666666666666668 2458.2459948097003 0.0
wuf50-025 10 19140 10 10 218.0 28.56 2459.289488350647 0.0
wuf50-026 10 18960 10 10 218.0 28.5 2453.201100879394 0.0
wuf50-027 10 31977 10 10 218.0 28.59259259259259 2454.991146251301 0.0
wuf50-028 10 42525 10 10 218.0 28.607142857142858 2442.3161015420924 0.0
wuf50-029 10 19500 10 10 218.0 28.655172413793103 2447.0229266393926 0.0
wuf50-030 10 9540 10 10 218.0 28.533333333333335 2447.1556388497784 0.0
wuf50-031 10 90954 9 8 217.99354838709678 28.75483870967742 2443.9439037894317 0.00247074122236671
wuf50-032 10 9210 10 10 217.99375 28.575 2425.4641781963733 0.0
wuf50-033 10 18900 10 10 217.9939393939394 28.55757575757576 2419.061868111441 0.0
wuf50-034 10 61425 10 8 217.99411764705883 28.529411764705884 2404.5947582323656 0.005024060317108327
wuf50-035 10 19020 10 10 217.99428571428572 28.485714285714284 2401.719295147738 0.0
wuf50-036 10 9570 10 10 217.99444444444444 28.444444444444443 2403.783065430534 0.0
wuf50-037 10 56358 10 9 217.9945945945946 28.24054054054054 2384.7711069791762 0.0022724866791347612
wuf50-038 10 53181 10 7 217.99473684210525 28.13684210526316 2366.9448041069973 0.002504015257980325
wuf50-039 10 30624 10 9 217.99487179487178 28.15897435897436 2366.496315937354 2.64591060717967E-4
wuf50-040 10 28980 10 10 217.995 28.28 2371.100090117091 0.0
wuf50-041 10 9180 10 10 217.99512195121952 28.102439024390243 2359.635164298477 0.0
wuf50-042 10 9780 10 10 217.9952380952381 28.14761904761905 2371.3350079738793 0.0
wuf50-043 10 48654 10 7 217.9953488372093 28.11627906976744 2366.0541995990247 0.008038826384292963
wuf50-044 10 29340 10 10 217.99545454545455 28.25 2373.5465764215546 0.0
wuf50-045 10 41850 10 7 217.99555555555557 28.106666666666666 2364.086024389646 0.006704280155642023
wuf50-046 10 29667 10 7 217.99565217391304 28.12608695652174 2359.7513943157714 0.0011644281715925294
wuf50-047 10 18600 10 10 217.99574468085106 28.017021276595745 2352.5122767643616 0.0
wuf50-048 10 9660 10 10 217.99583333333334 28.016666666666666 2358.210235567867 0.0
wuf50-049 10 9570 10 10 217.99591836734695 27.99591836734694 2359.873363967887 0.0
wuf50-050 10 9450 10 10 217.996 27.956 2358.446897641818 0.0
wuf50-051 10 9600 10 10 217.99607843137255 28.054901960784314 2360.7026071760856 0.0
wuf50-052 10 46011 10 7 217.99615384615385 28.017307692307693 2354.7017982948805 0.006719862655012498
wuf50-053 10 9570 10 10 217.99622641509433 27.97924528301887 2357.462351716874 0.0
wuf50-054 10 11808 10 10 217.9962962962963 28.072222222222223 2367.5268331979937 0.0
wuf50-055 10 9570 10 10 217.99636363636364 28.07090909090909 2369.0217619250943 0.0
wuf50-056 10 47889 10 10 217.99642857142857 28.03392857142857 2364.407771284151 0.0
wuf50-057 10 19320 10 10 217.99649122807017 28.050877192982455 2369.045288344771 0.0
wuf50-058 10 51480 10 9 217.99655172413793 27.98103448275862 2359.4269072963243 0.003244389424785812
wuf50-059 10 194526 7 3 217.98813559322033 27.966101694915253 2344.1727619466224 0.01862932656816977
wuf50-060 10 9750 10 10 217.98833333333334 27.983333333333334 2351.786734741854 0.0
wuf50-061 10 9630 10 10 217.98852459016393 27.983606557377048 2355.638110328387 0.0
wuf50-062 10 29760 10 9 217.98870967741937 28.0 2355.5133981354843 1.5884079410914022E-4
wuf50-063 10 9210 10 10 217.98888888888888 27.904761904761905 2348.9161542594516 0.0
wuf50-064 10 37680 10 10 217.9890625 27.90625 2345.3400088677895 0.0
wuf50-065 10 19341 10 10 217.98923076923077 27.83076923076923 2336.832382644263 0.0
wuf50-066 10 38280 10 9 217.98939393939395 27.82121212121212 2337.6920272251677 5.984547362779688E-5
wuf50-067 10 18300 10 10 217.98955223880597 27.7044776119403 2330.875664514081 0.0
wuf50-068 10 38280 10 10 217.98970588235295 27.708823529411763 2331.0564213554694 0.0
wuf50-069 10 9810 10 10 217.98985507246377 27.756521739130434 2339.3170927006945 0.0
wuf50-070 10 38280 10 10 217.99 27.745714285714286 2340.913020778286 0.0
wuf50-071 10 9630 10 10 217.9901408450704 27.791549295774647 2343.197868496975 0.0
wuf50-072 10 29250 10 10 217.99027777777778 27.863888888888887 2346.9218247474264 0.0
wuf50-073 10 9540 10 10 217.9904109589041 27.852054794520548 2348.1196330310345 0.0
wuf50-074 10 38280 10 9 217.99054054054054 27.82702702702703 2348.9556202685712 4.1414293695627113E-4
wuf50-075 10 9870 10 10 217.99066666666667 27.882666666666665 2358.0499157811832 0.0
wuf50-076 10 20286 10 10 217.9907894736842 27.910526315789475 2358.8841680507303 0.0
wuf50-077 10 9450 10 10 217.9909090909091 27.87272727272727 2358.132425608513 0.0
wuf50-078 10 9870 10 10 217.99102564102563 27.912820512820513 2367.01543476478 0.0
wuf50-079 10 30225 10 10 217.99113924050633 27.97721518987342 2369.303593203827 0.0
wuf50-080 10 60669 10 8 217.99125 28.01 2369.135147424863 0.006173576081912579
wuf50-081 10 28620 10 10 217.99135802469135 28.009876543209877 2368.6469079271237 0.0
wuf50-082 10 51039 10 8 217.99146341463415 28.068292682926828 2366.4936473102216 0.0052234403262300085
wuf50-083 10 9720 10 10 217.99156626506024 28.09156626506024 2370.825092160685 0.0
wuf50-084 10 9390 10 10 217.99166666666667 28.066666666666666 2368.6413594740116 0.0
wuf50-085 10 19620 10 10 217.99176470588236 28.11294117647059 2374.7088558572486 0.0
wuf50-086 10 9720 10 10 217.99186046511628 28.134883720930233 2378.2696502052395 0.0
wuf50-087 10 9630 10 10 217.9919540229885 28.133333333333333 2380.54253594651 0.0
wuf50-088 10 28080 10 10 217.99204545454546 28.086363636363636 2377.7451368136158 0.0
wuf50-089 10 39600 10 10 217.99213483146067 28.164044943820226 2383.250889255017 0.0
wuf50-090 10 28620 10 10 217.9922222222222 28.162222222222223 2382.420288119864 0.0
wuf50-091 10 28800 10 10 217.9923076923077 28.18241758241758 2383.087345814077 0.0
wuf50-092 10 28350 10 10 217.99239130434782 28.158695652173915 2379.7552373791727 0.0
wuf50-093 10 9510 10 10 217.99247311827958 28.135483870967743 2379.4458942229576 0.0
wuf50-094 10 9660 10 10 217.99255319148935 28.134042553191488 2382.3347676886706 0.0
wuf50-095 10 9690 10 10 217.99263157894737 28.14315789473684 2385.6892825145674 0.0
wuf50-096 10 19320 10 10 217.99270833333333 28.183333333333334 2387.7035968355635 0.0
wuf50-097 10 37920 10 10 217.99278350515465 28.171134020618556 2386.377748209297 0.0
wuf50-098 10 37200 10 10 217.99285714285713 28.148979591836735 2381.3238780058505 0.0
wuf50-099 10 43470 10 10 217.9929292929293 28.13737373737374 2378.94045930575 0.0
wuf50-0100 10 9690 10 10 217.993 28.126 2382.161054712693 0.0
