instance runsPerInstance avrgIterations satisfied satisfiendMaximum avrgSatisfiedCloses selectedVariables avrgHeuristicValue avrgDifference
wuf20-01 40 16119 40 39 71.0 15.49094504579517 679.6022233834312 3.2740879326473345E-5
wuf20-02 40 13530 40 40 71.0 15.490536605657239 679.6803294941777 0.0
wuf20-03 40 20007 40 31 71.0 15.491147132169576 679.7394053660453 0.012472406181015454
wuf20-04 40 13161 40 40 71.0 15.490739202657807 679.7746361952165 0.0
wuf20-05 40 25162 40 34 71.0 15.489419087136929 679.6764603958251 0.01393573381950775
wuf20-06 40 15990 40 40 71.0 15.491500829187396 679.6249020480855 0.0
wuf20-07 40 21663 40 32 71.0 15.49109362054681 679.6449196744805 0.002788844621513944
wuf20-08 40 28297 40 6 71.0 15.489859271523178 679.5752114357616 0.006810925860234124
wuf20-09 40 13401 40 39 71.0 15.491087675765096 679.574218005932 2.3841206475937014E-4
wuf20-010 40 15600 40 40 71.0 15.493161157024794 679.5282787527807 0.0
wuf20-011 40 19057 40 34 71.0 15.492506193228737 679.4533421631659 0.009588882455124494
wuf20-012 40 18390 40 35 71.0 15.490449669966997 679.4742915758732 0.00771550885386262
wuf20-013 40 13365 40 40 71.0 15.490869744435285 679.6422895596867 0.0
wuf20-014 40 16747 40 39 71.0 15.491289126853378 679.7511047723262 0.0012793077781912915
wuf20-015 40 23143 40 34 71.0 15.490802469135803 679.785665181042 0.006036425084491174
wuf20-016 40 19521 40 38 71.0 15.49039884868421 679.7895230674095 0.0034466501240694785
wuf20-017 40 12480 40 39 71.0 15.492419884963024 679.7725205704571 2.786624203821656E-4
wuf20-018 40 18144 40 17 71.0 15.491789819376026 679.7678349297588 0.01358589688041594
wuf20-019 40 22923 40 21 71.0 15.491652994257588 679.7236000964241 0.019282559517397397
wuf20-020 40 20331 40 30 71.0 15.491659836065574 679.7065631585671 0.014385474860335198
wuf20-021 40 23004 40 37 71.0 15.491953316953317 679.6778702865054 0.006039104383475244
wuf20-022 40 16816 40 39 71.0 15.491550736497546 679.7236900165655 4.019980970504281E-4
wuf20-023 40 6703 40 40 71.0 15.49278413736713 679.830920991758 0.0
wuf20-024 40 27543 40 19 71.0 15.490359477124183 679.8471015559475 0.01900026695141484
wuf20-025 40 9801 40 40 71.0 15.491591836734694 679.9196795155281 0.0
wuf20-026 40 27222 40 33 71.0 15.491007340946167 679.859083179404 0.00803125
wuf20-027 40 14013 40 40 71.0 15.49142216788916 679.8500277665477 0.0
wuf20-028 40 27384 40 25 71.0 15.489902280130293 679.8304629867515 0.013457690108633508
wuf20-029 40 21478 40 32 71.0 15.48852725793328 679.7913332674383 0.009535160905840287
wuf20-030 40 15979 40 31 71.0 15.488272357723577 679.7341673294978 0.00752862890745899
wuf20-031 40 23143 40 31 71.0 15.487794476035743 679.7830538398229 0.0068880847764280165
wuf20-032 40 15979 40 40 71.0 15.489021915584416 679.7640616008165 0.0
wuf20-033 40 22144 40 15 71.0 15.48742903487429 679.7586136641771 0.00913759144625774
wuf20-034 40 16451 40 39 71.0 15.488594003241491 679.7261165241393 0.0015038713519952352
wuf20-035 40 31959 40 28 71.0 15.487874493927125 679.5551024372095 0.03150550314465409
wuf20-036 40 12679 40 40 71.0 15.48909789644013 679.5466565145508 0.0
wuf20-037 40 23593 40 12 71.0 15.48894502829426 679.4617125415286 0.004152221872045387
wuf20-038 40 25492 40 29 71.0 15.48772213247173 679.4425183325818 0.017862914085645033
wuf20-039 40 22154 40 23 71.0 15.48682405165456 679.4186699758416 0.004741140642303432
wuf20-040 40 25740 40 8 71.0 15.48516129032258 679.3741347144481 0.04968345719790808
wuf20-041 40 15907 40 40 71.0 15.487187751813053 679.3561346349336 0.0
wuf20-042 40 22842 40 40 71.0 15.487600644122383 679.3495656751105 0.0
wuf20-043 40 14364 40 39 71.0 15.484774738535801 679.4555624876026 0.001537863646457917
wuf20-044 40 20212 40 16 71.0 15.483340032154342 679.4139844594861 0.01526093088857546
wuf20-045 40 16268 40 39 71.0 15.483734939759037 679.4366019235936 9.897172236503855E-4
wuf20-046 40 21500 40 24 71.0 15.483888443017657 679.4547337686538 0.010522292993630573
wuf20-047 40 28649 40 10 71.0 15.48321972734563 679.3555524131725 0.045086526576019754
wuf20-048 40 16616 40 37 71.0 15.48369391025641 679.297597505507 4.219721646431744E-4
wuf20-049 40 19278 40 31 71.0 15.483326661329063 679.2651605049286 0.004863649142535845
wuf20-050 40 29452 40 27 71.0 15.4821 679.2119374104691 0.03701191944101932
wuf20-051 40 16210 40 22 71.0 15.481554756195044 679.2061724724916 0.019973444613050076
wuf20-052 40 21840 40 39 71.0 15.482747603833866 679.111432693288 0.00275854108956602
wuf20-053 40 15912 40 40 71.0 15.484756584197925 679.0662540484179 0.0
wuf20-054 40 16650 40 31 71.0 15.483552631578947 679.0866043452816 0.007563103192279139
wuf20-055 40 23298 40 30 71.0 15.482768924302789 679.1341005175302 0.016747237569060772
wuf20-056 40 19764 40 38 71.0 15.48156847133758 679.0994589982723 0.0021792260692464357
wuf20-057 40 9270 40 40 71.0 15.48357199681782 679.0805140939647 0.0
wuf20-058 40 24688 40 17 71.0 15.48318759936407 679.0778336767395 0.005963740458015264
wuf20-059 40 22309 40 12 71.0 15.482366957903098 678.9963186314399 0.009449438202247185
wuf20-060 40 15300 40 40 71.0 15.48436507936508 678.9197806337618 0.0
wuf20-061 40 17013 40 38 71.0 15.4840206185567 678.9202277597911 0.0023101647247890716
wuf20-062 40 21252 40 25 71.0 15.482250396196514 678.9439932716026 0.023040101156069366
wuf20-063 40 13325 40 39 71.0 15.482640538400634 679.0277423413916 0.0015484469170143718
wuf20-064 40 19717 40 33 71.0 15.482120253164556 679.0659018792375 0.0023382045929018795
wuf20-065 40 16451 40 39 71.0 15.483320158102767 679.0751736522695 0.0013073442760942761
wuf20-066 40 14986 40 34 71.0 15.484518167456557 678.998666640309 0.001554307116104869
wuf20-067 40 16500 40 40 71.0 15.484135753749014 679.1349376767148 0.0
wuf20-068 40 19260 40 39 71.0 15.485331230283911 679.1490052642565 0.001153846153846154
wuf20-069 40 22470 40 37 71.0 15.486465721040188 679.1489991259202 0.005422374429223744
wuf20-070 40 19340 40 35 71.0 15.486791338582677 679.0984157146861 0.0025534301570433347
wuf20-071 40 21367 40 31 71.0 15.484520062942565 679.111860321463 0.005484583872358775
wuf20-072 40 22890 40 38 71.0 15.484886006289308 679.1257527794356 0.0038523566746436373
wuf20-073 40 19003 40 40 71.0 15.487647289866457 679.1159899527559 0.0
wuf20-074 40 12958 40 38 71.0 15.488088697017268 679.0833389186263 0.0010972682592296262
wuf20-075 40 26895 40 11 71.0 15.486411764705883 679.0275505155523 0.022166608125512233
wuf20-076 40 23892 40 26 71.0 15.485031347962382 679.0524990798851 0.030693658827031855
wuf20-077 40 17556 40 39 71.0 15.48541503523884 679.1662719812234 0.0015240328253223914
wuf20-078 40 22440 40 35 71.0 15.484996087636933 679.1689881013192 0.0027915825438732723
wuf20-079 40 13282 40 40 71.0 15.484616888193901 679.3046321716164 0.0
wuf20-080 40 16371 40 40 71.0 15.48580078125 679.352680792538 0.0
wuf20-081 40 18939 40 38 71.0 15.48696330991413 679.3500235117505 0.003185805422647528
wuf20-082 40 13284 40 40 71.0 15.486583463338533 679.4488144450487 0.0
wuf20-083 40 17010 40 27 71.0 15.48653546375682 679.4109596329225 0.008839905074844834
wuf20-084 40 15600 40 32 71.0 15.486565420560748 679.4148609994487 0.010356736551275801
wuf20-085 40 15979 40 40 71.0 15.487743190661478 679.414752829074 0.0
wuf20-086 40 16665 40 39 71.0 15.487363919129082 679.4423670755147 7.362784471218206E-4
wuf20-087 40 22680 40 28 71.0 15.487742812742813 679.4552323691606 0.02379230769230769
wuf20-088 40 15900 40 40 71.0 15.488916925465839 679.4620692590086 0.0
wuf20-089 40 24360 40 38 71.0 15.487742435996896 679.5129314854865 0.003217043179868459
wuf20-090 40 12720 40 32 71.0 15.49031007751938 679.5969033629277 1.215066828675577E-4
wuf20-091 40 18468 40 40 71.0 15.489930286599535 679.5845431132509 0.0
wuf20-092 40 15450 40 39 71.0 15.492627708978327 679.5742838900121 5.9687238868329955E-5
wuf20-093 40 29220 40 11 71.0 15.491183294663573 679.5376361620736 0.04624516055568207
wuf20-094 40 21789 40 31 71.0 15.491402627511592 679.5257359666394 0.008383556970661815
wuf20-095 40 21783 40 29 71.0 15.491795366795367 679.4837127542166 0.002652464494569758
wuf20-096 40 16050 40 40 71.0 15.493730709876543 679.5814178285216 0.0
wuf20-097 40 21037 40 30 71.0 15.492444101773323 679.5431883348457 0.015149924162874815
wuf20-098 40 17167 40 27 71.0 15.492315100154084 679.5756942423429 0.0072425231676495365
wuf20-099 40 22848 40 28 71.0 15.490300230946882 679.5920047623274 0.008582681327976316
wuf20-0100 40 24279 40 29 71.0 15.490269230769231 679.5647653241987 0.016209391920033324
