instance runsPerInstance avrgIterations satisfied satisfiendMaximum avrgSatisfiedCloses selectedVariables avrgHeuristicValue avrgDifference
wuf50-01 10 9690 10 0 200.0 37.0 2600.815837937385 0.0
wuf50-02 10 9900 10 0 200.0 39.5 2825.1994169444006 0.0
wuf50-03 10 9780 10 0 200.0 39.0 2777.836308543973 0.0
wuf50-04 10 9450 10 0 200.0 37.25 2636.998320944116 0.0
wuf50-05 10 9780 10 0 200.0 38.0 2676.764545444702 0.0
wuf50-06 10 9900 10 0 200.0 38.666666666666664 2737.241556110928 0.0
wuf50-07 10 19020 10 0 200.0 37.82857142857143 2662.671438748501 0.0
wuf50-08 10 19140 10 0 200.0 37.35 2620.2820577771176 0.0
wuf50-09 10 9540 10 0 200.0 37.2 2592.483548844875 0.0
wuf50-010 10 20160 10 0 200.0 36.98 2568.0760410529924 0.0
wuf50-011 10 18297 10 0 200.0 36.86363636363637 2552.26145349267 0.0
wuf50-012 10 28890 10 0 200.0 36.708333333333336 2548.3269855421554 0.0
wuf50-013 10 9450 10 0 200.0 36.5 2518.8825099578803 0.0
wuf50-014 10 19440 10 0 200.0 36.535714285714285 2526.8902449871716 0.0
wuf50-015 10 9690 10 0 200.0 36.63333333333333 2531.4315097606836 0.0
wuf50-016 10 9810 10 0 200.0 36.71875 2550.6599451844504 0.0
wuf50-017 10 34854 10 0 200.0 36.49411764705882 2524.398764362139 0.0
wuf50-018 10 19200 10 0 200.0 36.522222222222226 2519.707181688859 0.0
