instance runsPerInstance avrgIterations satisfied satisfiendMaximum avrgSatisfiedCloses selectedVariables avrgHeuristicValue avrgDifference
wruf36-157-1 10 26622 10 10 157.0 22.0 1763.2486969471324 0.0
wruf36-157-2 10 65880 10 8 157.0 21.6 1727.1243484735664 0.015533980582524271
wruf36-157-3 10 8910 10 10 157.0 19.733333333333334 1685.0828989823776 0.0
wruf36-157-4 10 9240 10 10 157.0 20.3 1758.153590067329 0.0
wruf36-157-5 10 18120 10 10 157.0 20.24 1739.9224261229822 0.0
wruf36-157-6 10 26730 10 10 157.0 20.033333333333335 1709.0904913708287 0.0
wruf36-157-7 10 8970 10 10 157.0 19.885714285714286 1702.2204211749959 0.0
wruf36-157-8 10 27720 10 9 157.0 20.05 1729.1147655662032 2.8695460231035244E-4
wruf36-157-9 10 64113 10 4 157.0 19.977777777777778 1690.5975211782866 0.003840136538188024
wruf36-157-10 10 27630 10 10 157.0 20.28 1705.6406802686088 0.0
wruf36-157-11 10 26370 10 10 157.0 20.163636363636364 1673.8836143238518 0.0
wruf36-157-12 10 9120 10 10 157.0 20.066666666666666 1688.6464156370237 0.0
wruf36-157-13 10 8910 10 10 157.0 19.83076923076923 1681.9101113698525 0.0
wruf36-157-14 10 9360 10 10 157.0 19.985714285714284 1715.419191277857 0.0
wruf36-157-15 10 9480 10 10 157.0 20.32 1753.703382199367 0.0
wruf36-157-16 10 47736 10 7 157.0 20.40625 1748.6870641477205 0.007121386261161701
wruf36-157-17 10 18240 10 10 157.0 20.38235294117647 1749.946591669494 0.0
wruf36-157-18 10 17760 10 10 157.0 20.25 1735.0075963599818 0.0
wruf36-157-19 10 8940 10 10 157.0 20.13157894736842 1728.8284921584134 0.0
wruf36-157-20 10 26640 10 10 157.0 20.125 1713.5130169175818 0.0
wruf36-157-21 10 18540 10 10 157.0 20.452380952380953 1723.5259594513439 0.0
wruf36-157-22 10 9300 10 10 157.0 20.613636363636363 1737.8611532663047 0.0
wruf36-157-23 10 9090 10 10 157.0 20.58695652173913 1740.6063205155956 0.0
wruf36-157-24 10 9360 10 10 157.0 20.6875 1757.7060571607792 0.0
wruf36-157-25 10 9000 10 10 157.0 20.62 1755.437814874348 0.0
wruf36-157-26 10 8970 10 10 157.0 20.48076923076923 1751.4209758407192 0.0
wruf36-157-27 10 9669 10 10 157.0 20.38888888888889 1739.1042867492256 0.0
wruf36-157-28 10 18360 10 10 157.0 20.446428571428573 1742.2176257145302 0.0
wruf36-157-29 10 67275 10 6 157.0 20.368965517241378 1723.6500958367621 0.007578883031553211
wruf36-157-30 10 47112 10 8 157.0 20.386666666666667 1718.5617593088698 0.0032917940277451215
wruf36-157-31 10 31416 10 10 157.0 20.438709677419354 1721.890113548608 0.0
wruf36-157-32 10 9360 10 10 157.0 20.58125 1732.420746574287 0.0
wruf36-157-33 10 45600 10 9 157.0 20.536363636363635 1732.0443603144602 5.813953488372093E-4
wruf36-157-34 10 50820 10 10 157.0 20.57941176470588 1731.1312908934467 0.0
wruf36-157-35 10 18480 10 10 157.0 20.62 1735.5455291430528 0.0
wruf36-157-36 10 17580 10 10 157.0 20.602777777777778 1725.7328845163183 0.0
wruf36-157-37 10 38430 10 9 157.0 20.63783783783784 1722.872274734273 8.441506729314327E-4
wruf36-157-38 10 9240 10 10 157.0 20.673684210526314 1729.2033099492467 0.0
wruf36-157-39 10 35880 10 10 157.0 20.656410256410258 1724.275019950548 0.0
wruf36-157-40 10 25470 10 10 157.0 20.465 1710.4770154195267 0.0
wruf36-157-41 10 27630 10 10 157.0 20.478048780487804 1710.2584572149588 0.0
wruf36-157-42 10 9180 10 10 157.0 20.466666666666665 1714.802994715985 0.0
wruf36-157-43 10 9060 10 10 157.0 20.432558139534883 1715.6492866618262 0.0
wruf36-157-44 10 18420 10 10 157.0 20.490909090909092 1716.3398087391593 0.0
wruf36-157-45 10 27720 10 10 157.0 20.524444444444445 1720.0849456058877 0.0
wruf36-157-46 10 18120 10 10 157.0 20.534782608695654 1718.637797419504 0.0
wruf36-157-47 10 35520 10 10 157.0 20.50212765957447 1713.620109210852 0.0
wruf36-157-48 10 18000 10 10 157.0 20.5125 1712.8485503581455 0.0
wruf36-157-49 10 9000 10 10 157.0 20.481632653061226 1712.6112935230888 0.0
wruf36-157-50 10 36720 10 8 157.0 20.528 1714.9601155901971 9.37766410912191E-4
wruf36-157-51 10 9000 10 10 157.0 20.478431372549018 1714.3606834157506 0.0
wruf36-157-52 10 9060 10 10 157.0 20.48846153846154 1712.9031640558355 0.0
wruf36-157-53 10 34749 10 10 157.0 20.441509433962263 1707.5377502412732 0.0
wruf36-157-54 10 27090 10 10 157.0 20.433333333333334 1705.6040543420534 0.0
wruf36-157-55 10 9120 10 10 157.0 20.425454545454546 1707.7966187132938 0.0
wruf36-157-56 10 9120 10 10 157.0 20.4 1710.354817331986 0.0
wruf36-157-57 10 45150 10 10 157.0 20.410526315789475 1705.7529031316938 0.0
wruf36-157-58 10 25740 10 10 157.0 20.3 1697.915219010118 0.0
wruf36-157-59 10 9210 10 10 157.0 20.328813559322032 1701.2590779853836 0.0
wruf36-157-60 10 18240 10 10 157.0 20.356666666666666 1701.7893512139283 0.0
wruf36-157-61 10 9240 10 10 157.0 20.38360655737705 1706.4212197732634 0.0
wruf36-157-62 10 38682 10 9 157.0 20.438709677419354 1707.825969829669 0.002589676290463692
wruf36-157-63 10 18540 10 10 157.0 20.447619047619046 1711.5710702386837 0.0
wruf36-157-64 10 8820 10 10 157.0 20.3625 1708.2808972662042 0.0
wruf36-157-65 10 26370 10 10 157.0 20.295384615384616 1703.681703974928 0.0
wruf36-157-66 10 72171 10 8 157.0 20.278787878787877 1695.6036221251086 0.006517964471751035
wruf36-157-67 10 9000 10 10 157.0 20.244776119402985 1695.6841650784652 0.0
wruf36-157-68 10 9060 10 10 157.0 20.226470588235294 1696.4976332390759 0.0
wruf36-157-69 10 26640 10 10 157.0 20.208695652173912 1691.950725602124 0.0
wruf36-157-70 10 37200 10 10 157.0 20.262857142857143 1696.2129748949612 0.0
wruf36-157-71 10 9000 10 10 157.0 20.216901408450703 1696.2803977837646 0.0
wruf36-157-72 10 9240 10 10 157.0 20.255555555555556 1700.5704848515836 0.0
wruf36-157-73 10 9390 10 10 157.0 20.279452054794522 1707.4256836892332 0.0
wruf36-157-74 10 27090 10 10 157.0 20.248648648648647 1707.113624900639 0.0
wruf36-157-75 10 17700 10 10 157.0 20.205333333333332 1703.0321099019636 0.0
wruf36-157-76 10 9150 10 10 157.0 20.21578947368421 1705.1435295085168 0.0
wruf36-157-77 10 37320 10 10 157.0 20.277922077922078 1709.353786701046 0.0
wruf36-157-78 10 8640 10 10 157.0 20.24871794871795 1704.401601401459 0.0
wruf36-157-79 10 25560 10 10 157.0 20.169620253164556 1697.607488303551 0.0
wruf36-157-80 10 27540 10 10 157.0 20.1925 1698.9311446997567 0.0
wruf36-157-81 10 49086 10 10 157.0 20.22716049382716 1697.7221182219819 0.0
wruf36-157-82 10 9150 10 10 157.0 20.24878048780488 1699.7234745038268 0.0
wruf36-157-83 10 9360 10 10 157.0 20.281927710843373 1705.1605410760699 0.0
wruf36-157-84 10 36120 10 9 157.0 20.29047619047619 1703.9678850275952 2.4615384615384614E-4
wruf36-157-85 10 26730 10 10 157.0 20.263529411764704 1701.649719749498 0.0
wruf36-157-86 10 8880 10 10 157.0 20.21395348837209 1699.8987988438269 0.0
wruf36-157-87 10 35880 10 10 157.0 20.257471264367815 1698.351869408159 0.0
wruf36-157-88 10 9180 10 10 157.0 20.254545454545454 1700.6562918435613 0.0
wruf36-157-89 10 18240 10 10 157.0 20.262921348314606 1701.1482601021128 0.0
wruf36-157-90 10 18300 10 10 157.0 20.26 1701.2845221862326 0.0
wruf36-157-91 10 9180 10 10 157.0 20.257142857142856 1703.4807476976318 0.0
wruf36-157-92 10 41400 10 7 157.0 20.26304347826087 1701.245068999563 0.005127964751101529
wruf36-157-93 10 9270 10 10 157.0 20.303225806451614 1703.9965779562847 0.0
wruf36-157-94 10 10296 10 10 157.0 20.342553191489362 1706.3924520706942 0.0
wruf36-157-95 10 8910 10 10 157.0 20.317894736842106 1705.2860271799198 0.0
wruf36-157-96 10 45000 10 7 157.0 20.327083333333334 1703.767433002976 0.007835258663987946
wruf36-157-97 10 17400 10 10 157.0 20.303092783505154 1699.546056225643 0.0
wruf36-157-98 10 8970 10 10 157.0 20.26938775510204 1699.0516946246598 0.0
wruf36-157-99 10 9360 10 10 157.0 20.317171717171718 1702.6057318574483 0.0
wruf36-157-100 10 50274 10 7 157.0 20.282 1698.770606125482 0.006113489188892547
wruf36-157-101 10 8880 10 10 157.0 20.249504950495048 1697.3082514133857 0.0
wruf36-157-102 10 9060 10 10 157.0 20.237254901960785 1698.1279025147787 0.0
wruf36-157-103 10 8550 10 10 157.0 20.176699029126212 1693.7889747293084 0.0
wruf36-157-104 10 44208 10 10 157.0 20.213461538461537 1694.24180719993 0.0
wruf36-157-105 10 18360 10 10 157.0 20.21142857142857 1696.0528958317118 0.0
wruf36-157-106 10 9360 10 10 157.0 20.247169811320756 1700.6613748705124 0.0
wruf36-157-107 10 17940 10 10 157.0 20.216822429906543 1699.9639451063208 0.0
wruf36-157-108 10 17580 10 10 157.0 20.177777777777777 1697.4814901183433 0.0
wruf36-157-109 10 9420 10 10 157.0 20.21284403669725 1702.558973876856 0.0
wruf36-157-110 10 9270 10 10 157.0 20.22909090909091 1705.7272812071008 0.0
wruf36-157-111 10 35520 10 10 157.0 20.2 1704.062546924487 0.0
wruf36-157-112 10 57600 10 8 157.0 20.19107142857143 1701.9378332400272 0.0019633118492811104
wruf36-157-113 10 46200 10 2 157.0 20.214159292035397 1701.9905919132914 8.1799591002045E-4
wruf36-157-114 10 37761 10 9 157.0 20.253508771929823 1703.016785934532 0.002117289868967721
wruf36-157-115 10 33156 10 10 157.0 20.26 1701.874003427892 0.0
wruf36-157-116 10 8610 10 10 157.0 20.20603448275862 1698.4194478846132 0.0
wruf36-157-117 10 9360 10 10 157.0 20.22991452991453 1702.2895238908243 0.0
wruf36-157-118 10 17760 10 10 157.0 20.227966101694914 1700.5269365803235 0.0
wruf36-157-119 10 9390 10 10 157.0 20.25126050420168 1704.733815772149 0.0
wruf36-157-120 10 9300 10 10 157.0 20.2825 1707.7934332947666 0.0
wruf36-157-121 10 45594 10 10 157.0 20.288429752066115 1706.1541694133143 0.0
wruf36-157-122 10 18060 10 10 157.0 20.286065573770493 1705.7597621679622 0.0
wruf36-157-123 10 35880 10 10 157.0 20.275609756097563 1704.9086621516676 0.0
wruf36-157-124 10 9150 10 10 157.0 20.289516129032258 1706.1693848159603 0.0
wruf36-157-125 10 34983 10 7 157.0 20.2792 1704.33890092135 2.2690601048810005E-4
wruf36-157-126 10 47580 10 10 157.0 20.292857142857144 1702.418986113603 0.0
wruf36-157-127 10 9000 10 10 157.0 20.2748031496063 1702.4083992951 0.0
wruf36-157-128 10 27360 10 10 157.0 20.27265625 1702.7086163915424 0.0
wruf36-157-129 10 8790 10 10 157.0 20.255038759689924 1700.3132232718126 0.0
wruf36-157-130 10 27900 10 10 157.0 20.268461538461537 1702.1359069372327 0.0
wruf36-157-131 10 9180 10 10 157.0 20.2587786259542 1703.6539534491621 0.0
wruf36-157-132 10 27807 10 10 157.0 20.23409090909091 1702.117568041764 0.0
wruf36-157-133 10 9150 10 10 157.0 20.23984962406015 1703.0491548613063 0.0
wruf36-157-134 10 8970 10 10 157.0 20.23805970149254 1702.7226858568572 0.0
wruf36-157-135 10 9330 10 10 157.0 20.273333333333333 1705.4985962448447 0.0
wruf36-157-136 10 25920 10 10 157.0 20.241911764705883 1702.1356160054956 0.0
wruf36-157-137 10 8970 10 10 157.0 20.247445255474453 1701.8180725805705 0.0
wruf36-157-138 10 18600 10 10 157.0 20.26014492753623 1704.2277833110586 0.0
wruf36-157-139 10 9180 10 10 157.0 20.272661870503597 1705.6439464538835 0.0
wruf36-157-140 10 9270 10 10 157.0 20.277857142857144 1707.932336943791 0.0
wruf36-157-141 10 8880 10 10 157.0 20.247517730496455 1706.8196056894508 0.0
wruf36-157-142 10 18600 10 10 157.0 20.27394366197183 1708.229547010431 0.0
wruf36-157-143 10 71838 10 10 157.0 20.265034965034964 1706.6413623198841 0.0
wruf36-157-144 10 25920 10 10 157.0 20.242361111111112 1702.9613944329205 0.0
wruf36-157-145 10 9060 10 10 157.0 20.233793103448274 1702.9976788567617 0.0
wruf36-157-146 10 9999 10 10 157.0 20.232191780821918 1703.6311875486867 0.0
wruf36-157-147 10 46665 10 7 157.0 20.255102040816325 1703.3224377962406 0.012345240736631905
wruf36-157-148 10 17400 10 10 157.0 20.21283783783784 1700.1980338098028 0.0
wruf36-157-149 10 18360 10 10 157.0 20.2248322147651 1701.0899418419715 0.0
wruf36-157-150 10 9240 10 10 157.0 20.243333333333332 1702.6361280326198 0.0
wruf36-157-151 10 36960 10 10 157.0 20.2682119205298 1704.2565127601595 0.0
wruf36-157-152 10 8940 10 10 157.0 20.273026315789473 1703.165703218301 0.0
wruf36-157-153 10 17460 10 10 157.0 20.245098039215687 1701.0282169573088 0.0
wruf36-157-154 10 27900 10 10 157.0 20.26298701298701 1702.471303788624 0.0
wruf36-157-155 10 18540 10 10 157.0 20.280645161290323 1704.4924122315015 0.0
wruf36-157-156 10 8970 10 10 157.0 20.272435897435898 1704.150228116207 0.0
wruf36-157-157 10 9210 10 10 157.0 20.277070063694268 1705.7227567911475 0.0
wruf36-157-158 10 8880 10 10 157.0 20.25632911392405 1704.7437344702025 0.0
wruf36-157-159 10 36840 10 10 157.0 20.27358490566038 1704.9791604835248 0.0
wruf36-157-160 10 9240 10 10 157.0 20.284375 1706.7511075584998 0.0
wruf36-157-161 10 9120 10 10 157.0 20.295031055900623 1707.1589099779887 0.0
wruf36-157-162 10 18240 10 10 157.0 20.317901234567902 1707.317613929432 0.0
wruf36-157-163 10 36840 10 10 157.0 20.328220858895705 1708.0092960644415 0.0
wruf36-157-164 10 9330 10 10 157.0 20.350609756097562 1710.2811778879225 0.0
wruf36-157-165 10 9210 10 10 157.0 20.37272727272727 1711.4781154456148 0.0
wruf36-157-166 10 43200 10 10 157.0 20.34036144578313 1708.8156168628534 0.0
wruf36-157-167 10 18420 10 10 157.0 20.356287425149702 1709.3662815493537 0.0
wruf36-157-168 10 8970 10 10 157.0 20.354166666666668 1708.9308849775305 0.0
wruf36-157-169 10 69993 10 6 157.0 20.34260355029586 1707.5824458717357 0.026353171687484696
wruf36-157-170 10 8910 10 10 157.0 20.328823529411764 1706.8091979859403 0.0
wruf36-157-171 10 76608 10 6 157.0 20.328070175438597 1705.1402376288138 0.015015232095833119
wruf36-157-172 10 8910 10 10 157.0 20.308720930232557 1704.5352040389002 0.0
wruf36-157-173 10 33960 10 9 157.0 20.278034682080925 1701.0635622610496 3.711701984073424E-4
wruf36-157-174 10 8910 10 10 157.0 20.26494252873563 1700.4884843170207 0.0
wruf36-157-175 10 18000 10 10 157.0 20.257714285714286 1699.7059589072223 0.0
wruf36-157-176 10 9180 10 10 157.0 20.273295454545455 1700.954596189712 0.0
wruf36-157-177 10 9120 10 10 157.0 20.277401129943502 1701.3582837654549 0.0
wruf36-157-178 10 9330 10 10 157.0 20.309550561797753 1703.1290921388897 0.0
wruf36-157-179 10 8880 10 10 157.0 20.296648044692738 1702.335158060085 0.0
wruf36-157-180 10 55755 10 8 157.0 20.278333333333332 1700.334235096261 0.005307046609233488
wruf36-157-181 10 9270 10 10 157.0 20.287845303867403 1701.9953719189336 0.0
wruf36-157-182 10 35451 10 10 157.0 20.29175824175824 1701.8622568473488 0.0
wruf36-157-183 10 27180 10 10 157.0 20.295628415300545 1701.686245995916 0.0
wruf36-157-184 10 9330 10 10 157.0 20.310326086956522 1703.720863382475 0.0
wruf36-157-185 10 9390 10 10 157.0 20.33027027027027 1706.2744279333076 0.0
wruf36-157-186 10 8790 10 10 157.0 20.323118279569893 1704.7776843376234 0.0
wruf36-157-187 10 8730 10 10 157.0 20.29465240641711 1703.1532047422352 0.0
