instance runsPerInstance avrgIterations satisfied satisfiendMaximum avrgSatisfiedCloses selectedVariables avrgHeuristicValue avrgDifference
wuf20-01 10 71400 10 10 91.0 13.0 663.5504540867809 0.0
wuf20-02 10 92541 10 3 91.0 12.0 500.5687901601971 0.014133787777466187
wuf20-03 10 221760 8 8 90.93333333333334 12.7 334.00760051349283 0.0
wuf20-04 10 202911 9 6 90.925 11.75 267.4232673971243 0.2330650459921156
wuf20-05 10 248685 10 8 90.94 11.16 222.16624095272644 0.19947523778287962
wuf20-06 10 186624 10 6 90.95 11.55 197.8188006851397 0.24979616795760293
wuf20-07 10 109746 10 5 90.95714285714286 11.485714285714286 209.83893513068762 0.2658307070886413
wuf20-08 10 235644 8 5 90.9375 10.9375 195.27926528368658 0.18323712507074136
wuf20-09 10 266310 4 4 90.87777777777778 10.933333333333334 173.6339359463627 0.0
wuf20-010 10 85860 10 7 90.89 11.07 188.48860491479397 0.06772599128620072
wuf20-011 10 77520 10 7 90.9 11.2 203.84499813830004 0.07843514562473501
wuf20-012 10 64218 10 5 90.90833333333333 11.183333333333334 219.9266586533475 0.007558507273877293
wuf20-013 10 241026 9 4 90.9076923076923 10.823076923076924 208.0828203605999 0.24984243035421655
wuf20-014 10 198372 10 4 90.91428571428571 10.821428571428571 199.60885286907944 0.4107974119821864
wuf20-015 10 107136 10 7 90.92 10.786666666666667 217.23287754494507 0.1445638240846482
wuf20-016 10 140175 10 2 90.925 10.85 213.47551240575234 0.29072779369627505
wuf20-017 10 70308 10 10 90.92941176470588 11.035294117647059 221.5718658933705 0.0
wuf20-018 10 253440 8 8 90.92222222222222 11.144444444444444 209.3140500451627 0.0
wuf20-019 10 219510 10 7 90.92631578947369 11.121052631578948 200.19889663315166 0.29924509310518366
wuf20-020 10 94920 10 10 90.93 11.065 216.66806380956655 0.0
wuf20-021 10 126699 10 10 90.93333333333334 11.061904761904762 215.92617004015236 0.0
wuf20-022 10 213750 10 3 90.93636363636364 10.918181818181818 212.7505744750762 0.27491330937519703
wuf20-023 10 201213 10 3 90.93913043478261 10.804347826086957 209.90444454551437 0.468101970865467
wuf20-024 10 68643 10 9 90.94166666666666 10.8875 215.36860056984608 0.028567821750931012
wuf20-025 10 225720 6 6 90.928 11.036 206.7806846513386 0.0
