instance runsPerInstance avrgIterations satisfied satisfiendMaximum avrgSatisfiedCloses selectedVariables avrgHeuristicValue avrgDifference
wuf20-01 10 32760 10 10 71.0 17.0 729.2016348773842 0.0
wuf20-02 10 33600 10 10 71.0 16.0 751.3437016891663 0.0
wuf20-03 10 40800 10 10 71.0 16.0 754.3017601577683 0.0
wuf20-04 10 24840 10 10 71.0 15.75 746.2656510405689 0.0
wuf20-05 10 55044 10 10 71.0 15.4 710.8912773091391 0.0
wuf20-06 10 31680 10 10 71.0 15.833333333333334 695.3255799281592 0.0
wuf20-07 10 41400 10 9 71.0 15.714285714285714 696.6746254367251 0.001394422310756972
wuf20-08 10 58380 10 5 71.0 15.375 684.3172080851598 0.002837885775097552
wuf20-09 10 32400 10 10 71.0 15.555555555555555 683.6748169038132 0.0
wuf20-010 10 31680 10 10 71.0 15.8 677.7061073825997 0.0
wuf20-011 10 39900 10 10 71.0 15.727272727272727 670.1392603821822 0.0
wuf20-012 10 35910 10 10 71.0 15.5 673.4873861991956 0.0
wuf20-013 10 25020 10 10 71.0 15.538461538461538 689.6234215640443 0.0
wuf20-014 10 33480 10 10 71.0 15.571428571428571 698.4204969767118 0.0
wuf20-015 10 42300 10 10 71.0 15.533333333333333 700.267072422194 0.0
wuf20-016 10 41100 10 10 71.0 15.5 699.4279246435942 0.0
wuf20-017 10 23760 10 10 71.0 15.647058823529411 697.0663362781983 0.0
wuf20-018 10 38493 10 6 71.0 15.588888888888889 696.1146341765149 0.004982668977469671
wuf20-019 10 48144 10 9 71.0 15.563157894736841 692.9115123329582 0.004513627060217603
wuf20-020 10 43407 10 10 71.0 15.585 691.6930085395147 0.0
wuf20-021 10 49500 10 10 71.0 15.604761904761904 689.6401695643606 0.0
wuf20-022 10 33600 10 10 71.0 15.577272727272728 691.7458452643917 0.0
wuf20-023 10 16620 10 10 71.0 15.639130434782608 696.9250334127021 0.0
wuf20-024 10 56628 10 6 71.0 15.5125 696.9078781865394 0.023384943940202883
wuf20-025 10 24480 10 10 71.0 15.572 699.7817671407109 0.0
wuf20-026 10 54015 10 10 71.0 15.55 696.3487687708304 0.0
wuf20-027 10 32880 10 10 71.0 15.566666666666666 695.3265214683199 0.0
wuf20-028 10 57732 10 8 71.0 15.503571428571428 694.0314498490596 0.008576329331046312
wuf20-029 10 42840 10 10 71.0 15.451724137931034 692.0928531029718 0.0
wuf20-030 10 36315 10 8 71.0 15.443333333333333 689.3486447800581 0.007056638811513463
wuf20-031 10 49560 10 10 71.0 15.429032258064517 691.1450904819422 0.0
wuf20-032 10 40200 10 10 71.0 15.478125 690.058825635151 0.0
wuf20-033 10 50760 10 8 71.0 15.409090909090908 689.7253289527075 2.8137310073157E-4
wuf20-034 10 32400 10 10 71.0 15.455882352941176 688.2810265605412 0.0
wuf20-035 10 64881 10 7 71.0 15.451428571428572 682.0377573278274 0.028930817610062894
wuf20-036 10 24390 10 10 71.0 15.494444444444444 681.6788180139708 0.0
wuf20-037 10 52224 10 7 71.0 15.47027027027027 678.8282745928839 0.001134572959344469
wuf20-038 10 51894 10 9 71.0 15.43157894736842 678.437064683206 0.0054672771343926745
wuf20-039 10 49680 10 7 71.0 15.402564102564103 677.7622459368164 0.00132890365448505
wuf20-040 10 55878 10 4 71.0 15.34 676.7547421349667 0.0294522433250757
wuf20-041 10 31920 10 10 71.0 15.404878048780487 676.2737980837732 0.0
wuf20-042 10 49320 10 10 71.0 15.41904761904762 676.1529335230882 0.0
wuf20-043 10 25380 10 10 71.0 15.33953488372093 679.320338588862 0.0
wuf20-044 10 45360 10 6 71.0 15.306818181818182 678.1944030333702 0.012045133991537376
wuf20-045 10 33120 10 10 71.0 15.322222222222223 678.8628102386888 0.0
wuf20-046 10 47196 10 9 71.0 15.334782608695653 679.4923818572636 0.0023439490445859874
wuf20-047 10 66420 10 3 71.0 15.321276595744681 676.910149659911 0.04103831891223734
wuf20-048 10 39900 10 5 71.0 15.345833333333333 675.4240652284118 0.0028131477642878294
wuf20-049 10 40131 10 10 71.0 15.338775510204082 674.739919017646 0.0
wuf20-050 10 59214 10 10 71.0 15.312 673.9700814728028 0.0
wuf20-051 10 32400 10 7 71.0 15.290196078431373 674.020833631345 0.013315629742033383
wuf20-052 10 39600 10 10 71.0 15.323076923076924 671.8692771456082 0.0
wuf20-053 10 31680 10 10 71.0 15.373584905660378 670.9378302310414 0.0
